play_id,game_id,posteam,defteam,down,ydstogo,yardline_100,qtr,score_differential,play_type,yards_gained,epa,success,shotgun,no_huddle,distance_bucket,field_zone
7707,DEMO_0059,TEAM_11,TEAM_05,2,6,52,2,-2,run,-2,0.851,1,1,1,Medium (4-6),Own Territory
7708,DEMO_0059,TEAM_05,TEAM_02,1,4,3,4,2,run,4,0.082,0,0,0,Medium (4-6),Red Zone
7709,DEMO_0059,TEAM_06,TEAM_01,1,16,54,2,2,pass,4,-0.151,0,1,0,Very Long (11+),Own Territory
7710,DEMO_0059,TEAM_08,TEAM_06,1,2,51,2,-9,pass,0,-0.127,1,1,0,Short (1-3),Own Territory
7711,DEMO_0059,TEAM_04,TEAM_10,2,4,92,4,0,pass,4,-0.192,0,1,0,Medium (4-6),Backed Up
7712,DEMO_0059,TEAM_03,TEAM_02,4,6,46,3,13,pass,3,-0.245,0,1,0,Medium (4-6),Plus Territory
7713,DEMO_0059,TEAM_05,TEAM_11,1,5,76,2,-12,pass,16,0.136,1,0,0,Medium (4-6),Own Territory
7714,DEMO_0059,TEAM_10,TEAM_06,1,10,5,4,5,run,0,-0.11,1,1,0,Long (7-10),Red Zone
7715,DEMO_0059,TEAM_02,TEAM_07,2,8,19,1,10,pass,7,-0.12,0,0,0,Long (7-10),Red Zone
7716,DEMO_0059,TEAM_06,TEAM_12,2,3,90,1,0,run,4,1.141,1,1,0,Short (1-3),Backed Up
7717,DEMO_0059,TEAM_09,TEAM_04,2,11,10,2,-2,pass,0,0.541,0,0,0,Very Long (11+),Red Zone
7718,DEMO_0059,TEAM_09,TEAM_03,2,4,99,2,0,run,7,0.821,0,1,0,Medium (4-6),Backed Up
7719,DEMO_0059,TEAM_06,TEAM_10,1,8,58,4,-9,run,-3,-1.019,1,1,0,Long (7-10),Own Territory
7720,DEMO_0059,TEAM_01,TEAM_03,2,15,71,4,-2,pass,3,0.346,0,1,1,Very Long (11+),Own Territory
7721,DEMO_0059,TEAM_01,TEAM_11,1,5,85,1,17,pass,23,0.943,1,1,0,Medium (4-6),Backed Up
7722,DEMO_0059,TEAM_06,TEAM_11,2,5,27,4,-1,run,3,0.642,0,1,0,Medium (4-6),Plus Territory
7723,DEMO_0059,TEAM_10,TEAM_12,1,6,41,4,0,pass,13,0.491,1,1,0,Medium (4-6),Plus Territory
7724,DEMO_0059,TEAM_01,TEAM_07,2,6,7,1,-9,pass,12,-0.529,0,1,0,Medium (4-6),Red Zone
7725,DEMO_0059,TEAM_11,TEAM_07,4,8,59,2,4,pass,24,-0.193,0,1,0,Long (7-10),Own Territory
7726,DEMO_0059,TEAM_09,TEAM_11,2,9,28,2,-11,pass,13,-0.786,0,1,0,Long (7-10),Plus Territory
7727,DEMO_0059,TEAM_01,TEAM_03,1,4,67,1,-2,pass,22,0.812,1,1,0,Medium (4-6),Own Territory
7728,DEMO_0059,TEAM_05,TEAM_04,3,7,61,2,-27,pass,13,0.19,1,0,0,Long (7-10),Own Territory
7729,DEMO_0059,TEAM_03,TEAM_07,1,4,34,1,0,run,3,0.037,1,1,1,Medium (4-6),Plus Territory
7730,DEMO_0059,TEAM_12,TEAM_07,3,10,29,3,2,pass,-7,-0.61,0,0,1,Long (7-10),Plus Territory
7731,DEMO_0059,TEAM_07,TEAM_09,1,13,39,2,-8,run,5,0.192,0,1,0,Very Long (11+),Plus Territory
7732,DEMO_0059,TEAM_04,TEAM_12,3,5,74,2,-5,pass,-5,-1.207,0,1,0,Medium (4-6),Own Territory
7733,DEMO_0059,TEAM_04,TEAM_07,1,8,1,2,-7,run,5,-0.044,1,1,0,Long (7-10),Red Zone
7734,DEMO_0059,TEAM_07,TEAM_02,1,15,98,3,7,run,2,0.043,0,0,0,Very Long (11+),Backed Up
7735,DEMO_0059,TEAM_01,TEAM_04,4,9,45,1,-5,pass,6,-0.515,0,1,0,Long (7-10),Plus Territory
7736,DEMO_0059,TEAM_04,TEAM_10,2,4,22,1,14,run,0,-0.027,0,1,0,Medium (4-6),Plus Territory
7737,DEMO_0059,TEAM_02,TEAM_07,1,3,22,3,14,pass,-2,0.635,0,1,1,Short (1-3),Plus Territory
7738,DEMO_0059,TEAM_08,TEAM_07,1,4,99,2,1,run,9,1.07,0,1,0,Medium (4-6),Backed Up
7739,DEMO_0059,TEAM_09,TEAM_07,1,6,56,1,15,run,6,-0.034,1,0,1,Medium (4-6),Own Territory
7740,DEMO_0059,TEAM_06,TEAM_10,1,11,50,2,14,run,5,0.081,0,0,1,Very Long (11+),Plus Territory
7741,DEMO_0059,TEAM_02,TEAM_04,2,6,51,4,4,run,3,-0.593,0,1,1,Medium (4-6),Own Territory
7742,DEMO_0059,TEAM_05,TEAM_02,2,3,42,3,-9,run,8,-0.119,0,0,0,Short (1-3),Plus Territory
7743,DEMO_0059,TEAM_11,TEAM_09,3,6,24,3,4,run,12,-0.147,1,0,0,Medium (4-6),Plus Territory
7744,DEMO_0059,TEAM_03,TEAM_06,3,6,20,4,2,pass,-3,0.205,0,1,0,Medium (4-6),Red Zone
7745,DEMO_0059,TEAM_02,TEAM_10,3,4,13,3,-5,pass,-8,-0.518,0,1,0,Medium (4-6),Red Zone
7746,DEMO_0059,TEAM_02,TEAM_03,2,6,8,2,20,pass,10,0.563,1,0,0,Medium (4-6),Red Zone
7747,DEMO_0059,TEAM_10,TEAM_03,1,8,65,4,6,pass,1,-0.299,1,1,0,Long (7-10),Own Territory
7748,DEMO_0059,TEAM_02,TEAM_12,2,2,74,2,-12,pass,17,-0.096,0,0,0,Short (1-3),Own Territory
7749,DEMO_0059,TEAM_07,TEAM_11,1,6,42,2,4,run,2,0.409,0,0,0,Medium (4-6),Plus Territory
7750,DEMO_0059,TEAM_12,TEAM_01,1,23,67,2,1,pass,14,0.856,1,1,1,Very Long (11+),Own Territory
7751,DEMO_0059,TEAM_08,TEAM_10,3,8,37,2,4,run,5,-0.079,1,0,0,Long (7-10),Plus Territory
7752,DEMO_0059,TEAM_05,TEAM_01,2,11,76,4,-2,run,10,1.209,1,0,0,Very Long (11+),Own Territory
7753,DEMO_0059,TEAM_03,TEAM_02,1,14,82,1,-13,pass,16,0.665,1,1,1,Very Long (11+),Backed Up
7754,DEMO_0059,TEAM_01,TEAM_11,1,16,22,3,11,pass,-2,-1.143,0,1,0,Very Long (11+),Plus Territory
7755,DEMO_0059,TEAM_02,TEAM_03,1,5,64,3,18,run,6,-0.37,1,0,1,Medium (4-6),Own Territory
7756,DEMO_0059,TEAM_12,TEAM_04,2,3,75,4,-4,run,4,-0.146,0,1,0,Short (1-3),Own Territory
7757,DEMO_0059,TEAM_02,TEAM_03,1,12,61,2,-1,run,-4,-1.564,0,1,0,Very Long (11+),Own Territory
7758,DEMO_0059,TEAM_01,TEAM_08,3,6,63,2,11,pass,10,0.34,1,1,0,Medium (4-6),Own Territory
7759,DEMO_0059,TEAM_10,TEAM_01,2,6,20,3,-5,pass,6,0.843,1,1,0,Medium (4-6),Red Zone
7760,DEMO_0059,TEAM_06,TEAM_04,1,9,40,1,9,run,3,-0.546,1,0,0,Long (7-10),Plus Territory
7761,DEMO_0059,TEAM_05,TEAM_04,2,7,5,2,-1,run,10,-0.631,1,1,0,Long (7-10),Red Zone
7762,DEMO_0059,TEAM_09,TEAM_08,3,8,18,1,-8,pass,0,-0.2,1,1,0,Long (7-10),Red Zone
7763,DEMO_0059,TEAM_07,TEAM_06,3,8,59,1,-6,pass,3,1.025,1,1,0,Long (7-10),Own Territory
7764,DEMO_0059,TEAM_11,TEAM_03,2,12,66,2,0,pass,2,-0.044,0,1,0,Very Long (11+),Own Territory
7765,DEMO_0059,TEAM_06,TEAM_07,1,9,39,4,0,run,-6,-0.724,0,0,0,Long (7-10),Plus Territory
7766,DEMO_0059,TEAM_09,TEAM_06,2,4,91,2,-11,pass,7,0.595,1,1,1,Medium (4-6),Backed Up
7767,DEMO_0059,TEAM_11,TEAM_04,3,4,47,3,2,pass,12,1.24,1,0,0,Medium (4-6),Plus Territory
7768,DEMO_0059,TEAM_06,TEAM_07,4,5,80,2,-22,run,3,0.245,0,1,0,Medium (4-6),Own Territory
7769,DEMO_0059,TEAM_04,TEAM_05,1,9,41,2,7,run,0,-0.677,0,0,0,Long (7-10),Plus Territory
7770,DEMO_0059,TEAM_12,TEAM_04,2,4,98,3,8,pass,26,0.237,1,1,0,Medium (4-6),Backed Up
7771,DEMO_0059,TEAM_03,TEAM_10,1,4,88,4,-8,run,8,1.284,1,1,0,Medium (4-6),Backed Up
7772,DEMO_0059,TEAM_01,TEAM_04,1,8,15,3,1,pass,-7,1.039,1,1,0,Long (7-10),Red Zone
7773,DEMO_0059,TEAM_07,TEAM_04,1,5,94,4,-4,run,-1,-0.523,1,0,0,Medium (4-6),Backed Up
7774,DEMO_0059,TEAM_12,TEAM_02,1,15,65,2,-4,pass,9,-0.251,0,1,0,Very Long (11+),Own Territory
7775,DEMO_0059,TEAM_02,TEAM_09,2,5,77,2,-3,pass,-1,-0.024,0,1,0,Medium (4-6),Own Territory
7776,DEMO_0059,TEAM_11,TEAM_08,1,10,36,1,-1,pass,28,0.883,0,1,1,Long (7-10),Plus Territory
7777,DEMO_0059,TEAM_10,TEAM_08,2,6,9,3,-5,pass,-9,-0.84,0,0,0,Medium (4-6),Red Zone
7778,DEMO_0059,TEAM_12,TEAM_02,2,3,35,3,3,run,8,0.191,0,1,0,Short (1-3),Plus Territory
7779,DEMO_0059,TEAM_06,TEAM_05,1,5,21,3,15,run,2,-0.921,0,0,0,Medium (4-6),Plus Territory
7780,DEMO_0059,TEAM_04,TEAM_05,2,7,34,4,5,pass,16,0.431,0,1,0,Long (7-10),Plus Territory
7781,DEMO_0059,TEAM_07,TEAM_10,1,5,44,1,-2,run,6,0.434,1,0,0,Medium (4-6),Plus Territory
7782,DEMO_0059,TEAM_02,TEAM_05,1,14,66,3,12,pass,4,0.675,1,1,0,Very Long (11+),Own Territory
7783,DEMO_0059,TEAM_11,TEAM_05,4,4,23,2,11,run,1,-0.897,0,0,1,Medium (4-6),Plus Territory
7784,DEMO_0059,TEAM_08,TEAM_05,1,5,78,2,9,pass,13,0.171,1,1,0,Medium (4-6),Own Territory
7785,DEMO_0059,TEAM_06,TEAM_10,1,9,15,2,4,run,1,0.799,1,1,0,Long (7-10),Red Zone
7786,DEMO_0059,TEAM_07,TEAM_09,2,18,55,3,4,pass,12,0.374,0,1,0,Very Long (11+),Own Territory
7787,DEMO_0059,TEAM_09,TEAM_11,1,10,85,4,7,run,7,1.373,0,0,0,Long (7-10),Backed Up
7788,DEMO_0059,TEAM_07,TEAM_05,1,8,70,3,12,pass,6,1.433,0,1,0,Long (7-10),Own Territory
7789,DEMO_0059,TEAM_11,TEAM_10,2,11,46,3,-7,pass,22,-0.581,0,1,0,Very Long (11+),Plus Territory
7790,DEMO_0059,TEAM_12,TEAM_10,2,13,35,4,-1,pass,-4,0.375,1,1,1,Very Long (11+),Plus Territory
7791,DEMO_0059,TEAM_12,TEAM_06,2,15,64,4,9,run,6,-0.076,1,1,0,Very Long (11+),Own Territory
7792,DEMO_0059,TEAM_08,TEAM_09,3,10,50,1,1,run,6,-0.028,0,0,0,Long (7-10),Plus Territory
7793,DEMO_0059,TEAM_09,TEAM_12,1,8,87,4,1,pass,0,0.675,1,1,0,Long (7-10),Backed Up
7794,DEMO_0059,TEAM_04,TEAM_11,2,4,16,1,9,run,8,-1.078,0,1,0,Medium (4-6),Red Zone
7795,DEMO_0059,TEAM_01,TEAM_05,1,8,77,1,-9,run,5,0.264,1,0,0,Long (7-10),Own Territory
7796,DEMO_0059,TEAM_05,TEAM_09,1,16,6,4,9,pass,-6,0.195,0,1,0,Very Long (11+),Red Zone
7797,DEMO_0059,TEAM_11,TEAM_05,4,2,94,1,-9,pass,6,0.628,1,1,0,Short (1-3),Backed Up
7798,DEMO_0059,TEAM_02,TEAM_03,2,14,46,4,-4,run,5,0.984,1,0,0,Very Long (11+),Plus Territory
7799,DEMO_0059,TEAM_07,TEAM_05,1,8,1,3,-16,run,5,-0.819,0,0,1,Long (7-10),Red Zone
7800,DEMO_0059,TEAM_03,TEAM_12,1,12,97,4,-5,pass,8,0.415,1,1,1,Very Long (11+),Backed Up
7801,DEMO_0060,TEAM_06,TEAM_12,1,10,21,3,6,pass,18,0.103,1,1,0,Long (7-10),Plus Territory
7802,DEMO_0060,TEAM_02,TEAM_10,2,7,92,4,2,pass,15,0.151,1,1,0,Long (7-10),Backed Up
7803,DEMO_0060,TEAM_09,TEAM_12,1,8,73,4,-2,run,1,-0.077,0,0,0,Long (7-10),Own Territory
7804,DEMO_0060,TEAM_10,TEAM_07,3,10,89,4,4,pass,8,-0.118,0,1,1,Long (7-10),Backed Up
7805,DEMO_0060,TEAM_10,TEAM_09,1,4,63,2,5,pass,3,0.203,1,0,0,Medium (4-6),Own Territory
7806,DEMO_0060,TEAM_09,TEAM_02,1,7,37,4,-11,run,5,0.569,0,1,0,Long (7-10),Plus Territory
7807,DEMO_0060,TEAM_03,TEAM_05,3,9,48,2,11,run,-1,-0.406,0,0,0,Long (7-10),Plus Territory
7808,DEMO_0060,TEAM_07,TEAM_02,3,11,75,1,6,pass,2,0.345,0,1,0,Very Long (11+),Own Territory
7809,DEMO_0060,TEAM_02,TEAM_12,1,10,46,4,-14,run,3,-0.456,0,0,1,Long (7-10),Plus Territory
7810,DEMO_0060,TEAM_05,TEAM_08,2,6,93,2,16,run,3,-0.873,0,0,0,Medium (4-6),Backed Up
7811,DEMO_0060,TEAM_07,TEAM_12,3,7,55,2,-3,pass,19,0.856,1,1,0,Long (7-10),Own Territory
7812,DEMO_0060,TEAM_09,TEAM_05,2,4,7,3,-11,pass,24,1.416,1,1,1,Medium (4-6),Red Zone
7813,DEMO_0060,TEAM_02,TEAM_06,2,13,8,4,-13,run,6,0.26,0,0,0,Very Long (11+),Red Zone
7814,DEMO_0060,TEAM_10,TEAM_08,2,8,45,4,-16,pass,4,-0.031,0,1,0,Long (7-10),Plus Territory
7815,DEMO_0060,TEAM_06,TEAM_08,3,7,4,2,-5,run,9,0.151,0,1,1,Long (7-10),Red Zone
7816,DEMO_0060,TEAM_11,TEAM_05,2,7,37,3,-7,run,8,-1.031,0,0,0,Long (7-10),Plus Territory
7817,DEMO_0060,TEAM_07,TEAM_04,1,6,26,2,-11,run,5,0.515,1,0,0,Medium (4-6),Plus Territory
7818,DEMO_0060,TEAM_07,TEAM_06,2,11,84,3,-3,pass,6,0.564,0,0,0,Very Long (11+),Backed Up
7819,DEMO_0060,TEAM_09,TEAM_01,2,8,88,1,15,pass,20,1.574,1,1,0,Long (7-10),Backed Up
7820,DEMO_0060,TEAM_10,TEAM_03,2,4,58,2,-7,run,6,-0.091,0,1,0,Medium (4-6),Own Territory
7821,DEMO_0060,TEAM_02,TEAM_01,1,5,80,4,-3,run,7,-0.668,0,1,0,Medium (4-6),Own Territory
7822,DEMO_0060,TEAM_07,TEAM_02,2,3,99,2,6,pass,12,0.628,1,1,0,Short (1-3),Backed Up
7823,DEMO_0060,TEAM_01,TEAM_04,1,16,94,4,18,pass,-4,-1.547,0,1,1,Very Long (11+),Backed Up
7824,DEMO_0060,TEAM_06,TEAM_01,4,7,6,2,2,pass,14,1.472,1,1,1,Long (7-10),Red Zone
7825,DEMO_0060,TEAM_10,TEAM_01,1,17,44,1,5,run,15,1.123,1,1,0,Very Long (11+),Plus Territory
7826,DEMO_0060,TEAM_11,TEAM_10,2,8,31,3,8,run,5,0.368,1,0,0,Long (7-10),Plus Territory
7827,DEMO_0060,TEAM_04,TEAM_03,2,6,25,2,5,run,8,-0.502,0,1,0,Medium (4-6),Plus Territory
7828,DEMO_0060,TEAM_05,TEAM_08,1,7,55,2,-17,pass,20,0.143,0,1,1,Long (7-10),Own Territory
7829,DEMO_0060,TEAM_07,TEAM_02,2,8,6,1,-8,pass,-15,0.159,1,1,0,Long (7-10),Red Zone
7830,DEMO_0060,TEAM_05,TEAM_12,1,4,22,2,7,run,2,0.169,1,1,0,Medium (4-6),Plus Territory
7831,DEMO_0060,TEAM_03,TEAM_04,3,3,20,4,-5,pass,-12,0.68,0,1,0,Short (1-3),Red Zone
7832,DEMO_0060,TEAM_04,TEAM_10,2,12,96,2,-13,pass,-11,-0.547,0,0,0,Very Long (11+),Backed Up
7833,DEMO_0060,TEAM_05,TEAM_09,1,6,91,3,-3,pass,9,-0.101,1,1,0,Medium (4-6),Backed Up
7834,DEMO_0060,TEAM_07,TEAM_10,2,17,69,1,6,pass,-8,-0.546,0,1,0,Very Long (11+),Own Territory
7835,DEMO_0060,TEAM_12,TEAM_07,4,10,44,3,5,run,7,0.018,0,0,0,Long (7-10),Plus Territory
7836,DEMO_0060,TEAM_07,TEAM_06,1,5,61,4,0,run,10,0.199,1,0,0,Medium (4-6),Own Territory
7837,DEMO_0060,TEAM_05,TEAM_10,3,21,65,2,-18,pass,10,0.449,0,1,0,Very Long (11+),Own Territory
7838,DEMO_0060,TEAM_08,TEAM_10,1,13,14,2,2,run,2,0.662,1,1,0,Very Long (11+),Red Zone
7839,DEMO_0060,TEAM_10,TEAM_05,1,3,21,1,-13,run,5,0.085,0,1,1,Short (1-3),Plus Territory
7840,DEMO_0060,TEAM_06,TEAM_12,2,5,79,4,6,pass,7,-0.054,0,1,0,Medium (4-6),Own Territory
7841,DEMO_0060,TEAM_06,TEAM_12,1,1,91,3,4,run,1,0.554,1,0,0,Short (1-3),Backed Up
7842,DEMO_0060,TEAM_03,TEAM_09,3,6,97,1,-5,run,9,-0.153,0,1,0,Medium (4-6),Backed Up
7843,DEMO_0060,TEAM_11,TEAM_12,2,19,25,4,-13,pass,16,0.685,1,1,0,Very Long (11+),Plus Territory
7844,DEMO_0060,TEAM_11,TEAM_02,2,2,80,4,11,pass,7,0.953,1,1,0,Short (1-3),Own Territory
7845,DEMO_0060,TEAM_03,TEAM_07,2,9,68,1,3,pass,11,0.06,1,1,0,Long (7-10),Own Territory
7846,DEMO_0060,TEAM_05,TEAM_09,2,23,56,2,-9,pass,3,0.21,0,1,1,Very Long (11+),Own Territory
7847,DEMO_0060,TEAM_04,TEAM_12,2,6,16,2,15,pass,6,-0.017,0,0,0,Medium (4-6),Red Zone
7848,DEMO_0060,TEAM_12,TEAM_02,2,8,68,2,0,run,6,-0.341,0,0,1,Long (7-10),Own Territory
7849,DEMO_0060,TEAM_01,TEAM_10,3,6,10,4,-6,pass,6,1.657,1,1,0,Medium (4-6),Red Zone
7850,DEMO_0060,TEAM_03,TEAM_01,2,4,53,3,11,pass,-3,0.1,0,0,0,Medium (4-6),Own Territory
7851,DEMO_0060,TEAM_04,TEAM_05,1,11,34,4,8,run,5,-1.151,1,0,0,Very Long (11+),Plus Territory
7852,DEMO_0060,TEAM_07,TEAM_09,2,11,4,3,6,pass,-11,-0.529,0,0,0,Very Long (11+),Red Zone
7853,DEMO_0060,TEAM_03,TEAM_05,1,9,38,4,2,pass,10,-0.088,0,1,0,Long (7-10),Plus Territory
7854,DEMO_0060,TEAM_07,TEAM_11,1,5,87,1,-11,run,2,-0.44,0,0,0,Medium (4-6),Backed Up
7855,DEMO_0060,TEAM_09,TEAM_12,1,9,77,2,-11,pass,7,0.495,1,1,0,Long (7-10),Own Territory
7856,DEMO_0060,TEAM_10,TEAM_02,1,3,24,2,-4,run,4,-0.445,1,1,0,Short (1-3),Plus Territory
7857,DEMO_0060,TEAM_02,TEAM_04,1,10,74,2,-20,pass,6,0.265,1,0,0,Long (7-10),Own Territory
7858,DEMO_0060,TEAM_02,TEAM_01,3,4,32,1,3,run,5,-0.926,0,1,1,Medium (4-6),Plus Territory
7859,DEMO_0060,TEAM_02,TEAM_09,3,4,41,3,-1,run,7,0.151,1,0,0,Medium (4-6),Plus Territory
7860,DEMO_0060,TEAM_11,TEAM_10,1,16,91,1,1,pass,8,-0.945,0,1,0,Very Long (11+),Backed Up
7861,DEMO_0060,TEAM_08,TEAM_07,4,2,51,1,16,run,4,0.182,0,0,0,Short (1-3),Own Territory
7862,DEMO_0060,TEAM_07,TEAM_02,4,6,75,2,-11,run,7,-1.13,0,1,0,Medium (4-6),Own Territory
7863,DEMO_0060,TEAM_10,TEAM_02,3,3,98,4,1,run,4,0.651,1,0,1,Short (1-3),Backed Up
7864,DEMO_0060,TEAM_08,TEAM_01,1,8,55,1,-11,pass,17,0.528,1,1,0,Long (7-10),Own Territory
7865,DEMO_0060,TEAM_03,TEAM_07,1,5,49,2,13,pass,14,0.349,1,0,0,Medium (4-6),Plus Territory
7866,DEMO_0060,TEAM_07,TEAM_09,1,3,26,3,-10,run,3,-0.175,0,0,0,Short (1-3),Plus Territory
7867,DEMO_0060,TEAM_09,TEAM_02,2,6,60,1,19,pass,-13,-0.874,0,1,0,Medium (4-6),Own Territory
7868,DEMO_0060,TEAM_01,TEAM_11,2,4,82,1,-10,run,2,0.079,0,1,1,Medium (4-6),Backed Up
7869,DEMO_0060,TEAM_08,TEAM_03,2,4,95,1,3,run,0,0.255,1,1,1,Medium (4-6),Backed Up
7870,DEMO_0060,TEAM_06,TEAM_07,3,10,53,4,5,pass,17,1.096,1,0,0,Long (7-10),Own Territory
7871,DEMO_0060,TEAM_01,TEAM_09,4,3,25,1,9,pass,15,0.551,0,1,0,Short (1-3),Plus Territory
7872,DEMO_0060,TEAM_04,TEAM_07,2,2,55,3,-11,pass,11,0.676,1,1,0,Short (1-3),Own Territory
7873,DEMO_0060,TEAM_06,TEAM_07,3,8,99,1,-12,run,3,-0.531,0,1,1,Long (7-10),Backed Up
7874,DEMO_0060,TEAM_05,TEAM_04,3,6,19,4,-5,run,6,1.167,1,0,0,Medium (4-6),Red Zone
7875,DEMO_0060,TEAM_04,TEAM_06,1,4,61,3,7,run,6,1.242,1,0,1,Medium (4-6),Own Territory
7876,DEMO_0060,TEAM_08,TEAM_03,3,10,44,4,0,pass,14,0.284,1,1,1,Long (7-10),Plus Territory
7877,DEMO_0060,TEAM_05,TEAM_04,1,17,74,4,11,run,1,-0.437,0,0,0,Very Long (11+),Own Territory
7878,DEMO_0060,TEAM_06,TEAM_10,1,7,36,4,-8,run,0,-1.329,0,0,0,Long (7-10),Plus Territory
7879,DEMO_0060,TEAM_10,TEAM_11,4,7,48,1,-3,pass,0,0.251,1,1,1,Long (7-10),Plus Territory
7880,DEMO_0060,TEAM_02,TEAM_11,1,3,30,3,-1,pass,3,0.356,1,1,0,Short (1-3),Plus Territory
7881,DEMO_0060,TEAM_05,TEAM_04,2,3,95,4,-1,pass,2,0.025,0,1,0,Short (1-3),Backed Up
7882,DEMO_0060,TEAM_01,TEAM_05,4,6,47,1,6,pass,10,-0.507,0,1,0,Medium (4-6),Plus Territory
7883,DEMO_0060,TEAM_12,TEAM_01,1,2,91,1,12,pass,3,0.36,1,1,0,Short (1-3),Backed Up
7884,DEMO_0060,TEAM_03,TEAM_05,1,2,84,2,-6,run,7,1.066,0,0,0,Short (1-3),Backed Up
7885,DEMO_0060,TEAM_10,TEAM_07,1,9,51,4,-5,pass,13,0.706,1,1,1,Long (7-10),Own Territory
7886,DEMO_0060,TEAM_03,TEAM_04,2,3,32,4,3,pass,8,0.141,1,0,0,Short (1-3),Plus Territory
7887,DEMO_0060,TEAM_04,TEAM_10,1,9,56,4,3,run,0,-0.451,0,0,0,Long (7-10),Own Territory
7888,DEMO_0060,TEAM_08,TEAM_01,1,13,25,2,11,pass,9,-0.252,0,1,0,Very Long (11+),Plus Territory
7889,DEMO_0060,TEAM_10,TEAM_05,3,8,50,4,1,run,5,-0.056,0,0,1,Long (7-10),Plus Territory
7890,DEMO_0060,TEAM_03,TEAM_05,1,3,88,1,-2,pass,-1,-0.007,1,1,0,Short (1-3),Backed Up
7891,DEMO_0060,TEAM_03,TEAM_07,2,21,67,4,17,pass,22,1.47,1,1,1,Very Long (11+),Own Territory
7892,DEMO_0060,TEAM_11,TEAM_01,1,7,77,2,3,run,3,0.4,1,0,0,Long (7-10),Own Territory
7893,DEMO_0060,TEAM_04,TEAM_06,2,7,55,3,7,pass,4,-0.266,0,1,0,Long (7-10),Own Territory
7894,DEMO_0060,TEAM_03,TEAM_10,2,6,56,4,-16,pass,-2,-0.719,0,1,0,Medium (4-6),Own Territory
7895,DEMO_0060,TEAM_09,TEAM_11,1,4,60,2,-1,pass,-6,-1.083,0,0,0,Medium (4-6),Own Territory
7896,DEMO_0060,TEAM_02,TEAM_04,1,4,68,2,11,run,12,0.826,1,0,0,Medium (4-6),Own Territory
7897,DEMO_0060,TEAM_11,TEAM_05,1,2,28,2,1,pass,20,0.912,1,1,0,Short (1-3),Plus Territory
7898,DEMO_0060,TEAM_11,TEAM_08,1,3,9,1,-1,pass,15,1.545,1,0,0,Short (1-3),Red Zone
7899,DEMO_0060,TEAM_11,TEAM_06,1,6,22,3,-19,run,8,-0.397,1,1,0,Medium (4-6),Plus Territory
7900,DEMO_0060,TEAM_04,TEAM_07,2,9,74,4,-1,run,4,0.591,0,0,0,Long (7-10),Own Territory
7901,DEMO_0060,TEAM_02,TEAM_05,1,4,95,4,13,pass,2,0.362,0,1,0,Medium (4-6),Backed Up
7902,DEMO_0060,TEAM_06,TEAM_11,1,8,89,4,0,pass,5,-0.46,0,1,0,Long (7-10),Backed Up
7903,DEMO_0060,TEAM_05,TEAM_08,1,6,94,1,5,run,3,0.155,0,0,0,Medium (4-6),Backed Up
7904,DEMO_0060,TEAM_12,TEAM_11,3,6,47,1,-3,pass,-6,-0.119,0,1,0,Medium (4-6),Plus Territory
7905,DEMO_0060,TEAM_08,TEAM_10,1,11,30,2,-3,pass,13,0.736,0,1,0,Very Long (11+),Plus Territory
7906,DEMO_0060,TEAM_12,TEAM_05,2,8,84,3,1,run,6,1.634,1,0,0,Long (7-10),Backed Up
7907,DEMO_0060,TEAM_10,TEAM_04,2,9,40,3,5,pass,8,0.537,0,1,0,Long (7-10),Plus Territory
7908,DEMO_0060,TEAM_09,TEAM_01,1,22,57,4,8,run,3,-0.149,0,1,0,Very Long (11+),Own Territory
7909,DEMO_0060,TEAM_02,TEAM_08,1,4,93,1,7,pass,4,0.545,1,1,0,Medium (4-6),Backed Up
7910,DEMO_0060,TEAM_01,TEAM_10,1,11,4,3,-3,run,0,0.24,0,1,0,Very Long (11+),Red Zone
7911,DEMO_0060,TEAM_01,TEAM_05,2,9,78,2,2,run,5,-0.26,0,1,0,Long (7-10),Own Territory
7912,DEMO_0060,TEAM_08,TEAM_01,1,9,2,2,-13,run,3,0.147,0,0,0,Long (7-10),Red Zone
7913,DEMO_0060,TEAM_03,TEAM_11,1,7,60,4,3,run,8,0.448,1,1,0,Long (7-10),Own Territory
7914,DEMO_0060,TEAM_12,TEAM_03,3,8,13,4,-20,pass,12,0.08,0,1,0,Long (7-10),Red Zone
7915,DEMO_0060,TEAM_02,TEAM_08,2,6,76,3,-15,pass,19,0.634,1,1,0,Medium (4-6),Own Territory
7916,DEMO_0060,TEAM_12,TEAM_01,1,7,96,1,2,run,-1,-0.67,0,1,0,Long (7-10),Backed Up
7917,DEMO_0060,TEAM_09,TEAM_01,3,12,54,2,5,pass,10,0.132,0,0,0,Very Long (11+),Own Territory
7918,DEMO_0060,TEAM_02,TEAM_11,1,5,95,4,-12,run,2,0.273,1,1,1,Medium (4-6),Backed Up
7919,DEMO_0060,TEAM_01,TEAM_09,1,5,69,3,6,run,8,-0.052,0,0,0,Medium (4-6),Own Territory
7920,DEMO_0060,TEAM_05,TEAM_01,1,9,5,4,-2,pass,3,0.272,1,1,0,Long (7-10),Red Zone
7921,DEMO_0060,TEAM_05,TEAM_02,3,8,36,2,11,run,4,0.028,0,0,0,Long (7-10),Plus Territory
7922,DEMO_0060,TEAM_04,TEAM_07,1,6,37,2,15,pass,-3,-0.805,0,1,0,Medium (4-6),Plus Territory
